model,IC_mean,IC_std,IC_t,IC_pos_frac,LS_mean_ret,LS_Sharpe,pred_std_ratio,n_months
GAM (natural splines),-0.014,0.1396,-0.763,0.466,-0.00061,-0.062,0.1121,58
