================================================================================
RUNG 3A GAM AUDIT — n_splines hyperparameter sensitivity sweep
================================================================================
Loading panel: data/master_panel_v2.parquet
  46,811 rows, 119 months, 442 tickers, 27 features

================================================================================
n_splines = 3
================================================================================
  ERROR for n_splines=3: n_splines must be > spline_order. found: n_splines = 3 and spline_order = 3

================================================================================
n_splines = 5
================================================================================
  [gam_ns10] fold  46/58 | 2023-11 | n_train=40,784 | n_test= 428 | IC=+0.2174 | elapsed=899.8s
  [gam_ns10] fold  47/58 | 2023-12 | n_train=41,212 | n_test= 428 | IC=-0.1305 | elapsed=926.3s
  [gam_ns10] fold  48/58 | 2024-01 | n_train=41,640 | n_test= 428 | IC=+0.1418 | elapsed=952.6s
  [gam_ns10] fold  49/58 | 2024-02 | n_train=42,068 | n_test= 428 | IC=+0.0568 | elapsed=978.5s
  [gam_ns10] fold  50/58 | 2024-03 | n_train=42,496 | n_test= 429 | IC=-0.1379 | elapsed=1004.6s
  [gam_ns10] fold  51/58 | 2024-04 | n_train=42,924 | n_test= 432 | IC=+0.0452 | elapsed=1031.0s
  [gam_ns10] fold  52/58 | 2024-05 | n_train=43,353 | n_test= 432 | IC=+0.0291 | elapsed=1057.6s
  [gam_ns10] fold  53/58 | 2024-06 | n_train=43,785 | n_test= 432 | IC=+0.0012 | elapsed=1084.6s
  [gam_ns10] fold  54/58 | 2024-07 | n_train=44,217 | n_test= 432 | IC=-0.0580 | elapsed=1111.7s
  [gam_ns10] fold  55/58 | 2024-08 | n_train=44,649 | n_test= 432 | IC=+0.0154 | elapsed=1139.0s
  [gam_ns10] fold  56/58 | 2024-09 | n_train=45,081 | n_test= 432 | IC=-0.0669 | elapsed=1166.5s
  [gam_ns10] fold  57/58 | 2024-10 | n_train=45,513 | n_test= 433 | IC=-0.0082 | elapsed=1194.6s
  [gam_ns10] fold  58/58 | 2024-11 | n_train=45,945 | n_test= 433 | IC=+0.0390 | elapsed=1223.9s

  DONE n_splines=10: IC=+0.0068, IC_IR=0.0662, Sharpe=0.555, Hit=53.4%, elapsed=1224.0s

================================================================================
n_splines = 15
================================================================================
  [gam_ns15] fold   1/58 | 2020-02 | n_train=22,025 | n_test= 401 | IC=+0.0272 | elapsed=24.4s
  [gam_ns15] fold   2/58 | 2020-03 | n_train=22,426 | n_test= 401 | IC=+0.1338 | elapsed=49.7s
  [gam_ns15] fold   3/58 | 2020-04 | n_train=22,827 | n_test= 408 | IC=+0.1266 | elapsed=73.9s
  [gam_ns15] fold   4/58 | 2020-05 | n_train=23,228 | n_test= 408 | IC=+0.0733 | elapsed=98.8s
  [gam_ns15] fold   5/58 | 2020-06 | n_train=23,636 | n_test= 408 | IC=+0.0024 | elapsed=123.6s
  [gam_ns15] fold   6/58 | 2020-07 | n_train=24,044 | n_test= 409 | IC=+0.0785 | elapsed=149.5s
  [gam_ns15] fold   7/58 | 2020-08 | n_train=24,452 | n_test= 409 | IC=-0.0600 | elapsed=175.2s
  [gam_ns15] fold   8/58 | 2020-09 | n_train=24,861 | n_test= 410 | IC=+0.0602 | elapsed=201.7s
  [gam_ns15] fold   9/58 | 2020-10 | n_train=25,270 | n_test= 409 | IC=-0.0051 | elapsed=229.0s
  [gam_ns15] fold  10/58 | 2020-11 | n_train=25,680 | n_test= 411 | IC=+0.0602 | elapsed=256.6s
  [gam_ns15] fold  11/58 | 2020-12 | n_train=26,089 | n_test= 414 | IC=+0.0361 | elapsed=285.4s
  [gam_ns15] fold  12/58 | 2021-01 | n_train=26,500 | n_test= 416 | IC=+0.0433 | elapsed=314.5s
  [gam_ns15] fold  13/58 | 2021-02 | n_train=26,914 | n_test= 414 | IC=-0.0848 | elapsed=342.5s
  [gam_ns15] fold  14/58 | 2021-03 | n_train=27,330 | n_test= 414 | IC=-0.0305 | elapsed=371.0s
  [gam_ns15] fold  15/58 | 2021-04 | n_train=27,744 | n_test= 416 | IC=+0.0369 | elapsed=400.2s
