,EarningsYield,GrossProfitability,AssetGrowth,Accruals,Momentum12_1,NetDebtEBITDA,SUE,AnalystRevision,AnalystDispersion,RevisionBreadth,Beta,IVOL,ShortInterestRatio,InstOwnershipChg
2019-09-30,0.13041517894172652,0.1497448073265356,0.01425272057684818,0.10655762463926666,-0.2012166877492482,-0.1107819563796735,0.06408421447739965,-0.05785608509234074,0.02854728015178936,-0.05920462761497591,0.28391625357148803,0.1677548017225672,0.016559214828209944,0.0036550708597695675
2019-10-31,0.0638338368377451,0.08952054346172099,0.07143547355532143,0.056493563351868926,-0.2332706983744806,-0.21690465644998175,0.06779226615017842,0.08778841296048773,0.014197371656853187,-0.03259961037616904,0.36017343872000074,0.23050168422013217,-0.04545047305849833,-0.002377521287388972
2019-11-29,0.019631017045288458,-0.0310349770985853,-0.11340421992070739,-0.08153622872934942,-0.0789415063741772,0.12870158830769318,-0.0813512774611439,-0.1315468879359648,0.11131296411215717,-0.14806133038851593,0.13715104522815802,0.06579334595592161,,
2019-12-31,-0.3327014543248523,-0.0017272609573117056,0.1869661548165454,-0.024294997871392852,0.2916729284425114,0.06366743514029195,-0.030513117748915304,0.18852671505877136,-0.15280293878614717,0.11929799662539257,-0.38400243601545514,-0.07208398853280257,0.03546229411310858,-0.036620636142935516
2020-01-31,-0.26299756052864764,0.3707997421185087,0.1402057013181401,-0.05746485080134391,0.08229628118428305,-0.14174830069113473,0.05262341824900399,0.0763764657270549,-0.15172763793597133,0.012826536707696796,-0.03764405864055341,0.06106508679727436,0.12479730003225081,-0.05959823493148072
2020-02-28,-0.3037176847871893,0.28787575385261005,0.04961255429060317,-0.03370027680808542,0.1504522494812074,-0.14865453852479482,0.06171914719066981,0.03720543951288936,-0.22943927636024677,0.06801577004167607,-0.3753185600620203,-0.06584436887050327,,
2020-03-31,0.012399974839013344,0.17217261777371862,-0.007492279559415251,-0.12804672201836673,-0.046634035515369716,-0.07519729601269588,0.042195111028627885,0.04522611008437524,0.2562421703314346,-0.15672458498706232,0.3289330140816151,0.09915438982931042,0.11172995708349187,0.01403285645090005
2020-04-30,-0.18152335619658574,0.2907359702035964,0.17915080904777664,-0.09850858873376425,0.13788667085571513,-0.14789053914138323,0.024771909231017433,0.03406798233541082,0.0400530962217944,-0.02161676223718012,0.04736905084726075,-0.07179561569063657,0.16001036796835472,-0.01011375299733477
2020-05-29,-0.09196959577649018,0.12566001265076565,0.09280390972024029,-0.04634488510073191,-0.012204096337304791,-0.1889701647072245,-0.03205451858930891,-0.045698133437343566,0.13628144883647453,0.10261858277243102,0.19413896195492958,0.1322172101641309,,
2020-06-30,-0.1822800324997468,0.12321494655364758,0.05819958674777031,0.04520685095136004,0.25107211225395837,-0.03360216490529618,0.04104243611243168,0.1222125323641949,-0.13779054104469446,0.14347450448882687,-0.27329633604589154,-0.09097336065438717,0.08279657418832023,0.041193258993578126
2020-07-31,-0.05628086710452304,0.16782426530197342,0.019243498768211003,-0.09051579438102178,-0.03356124583593333,-0.082490829538695,-0.09595171281285068,-0.17893686168532216,0.21716479641923267,-0.0240012097976036,0.18866727548758047,0.04885715197761996,0.014392286041971599,-0.03662339862760203
2020-08-31,-0.021297710164664453,0.06452489871889305,0.03969125090459561,-0.016598035099093217,0.1309618579564209,0.05602935249194498,0.04884574671474437,0.016294455355011048,-0.07356801712828956,0.04805107296040443,-0.018019339001504455,-0.06164879229137909,-0.02279189037224842,0.16430550754225676
