label,seeds,hidden,IC_mean,IC_std,IC_IR,Hit_Rate,LS_Sharpe,n_months
rung4_mlp_h64_k5seed_bagged,"[0, 1, 2, 42, 123]",64,0.007581605387432164,0.13943178445439497,0.054375015116527745,0.603448275862069,0.39386563940552877,58
