label,n_paths,n_valid_paths,Sharpe_mean,Sharpe_std,Sharpe_p5,Sharpe_p25,Sharpe_p50,Sharpe_p75,Sharpe_p95,Prob_neg_Sharpe,IC_mean,IC_std,IC_p5,IC_p95,WF_Sharpe_ref
1a_OLS,15,15,1.0395959903701217,0.6175606047832418,0.2777951124268024,0.511236212387224,1.033116329281323,1.2550344252003285,1.943189493569166,0.0,0.03149280127904742,0.021768609937866376,0.004277810764437022,0.07046060065519424,0.924
1b_IC_Ensemble,15,15,0.8396731231446656,0.5591059341582334,0.10348355281690784,0.3641063915539804,0.7983170120342865,1.1892895941618722,1.6366382730464868,0.0,0.02629851176822522,0.0266371532865307,-0.009498294086500783,0.06897984707202924,0.844
1c_FamaMacBeth,15,15,1.0712181043020637,0.4941705718997512,0.33944974353578716,0.6525055448421322,1.1926159198049657,1.5096264473014054,1.6786493445623887,0.0,0.034663413961445996,0.01928592258372156,0.009276192263031197,0.0647391254846832,0.959
1d_Barra,15,15,1.058484670247093,0.5435165142276386,0.42628068286893056,0.555201543475806,1.125361021288155,1.3119290124518739,1.8636090323712284,0.0,0.02950155685395333,0.016459566413199136,0.005633468032047818,0.05123744490075437,1.134
2a_LASSO,15,15,1.0366925158815812,0.6178229919767891,0.2777951124268024,0.511236212387224,1.033116329281323,1.2550344252003285,1.943189493569166,0.0,0.030836488440466648,0.021683684036520667,0.004277810764437022,0.07046060065519424,1.0
2b_Ridge,15,15,1.0077076873165833,0.6221862507563382,0.19942279203677926,0.5268571210381044,0.9858592869601759,1.338248966024802,1.9063206143887212,0.0,0.03099985147545614,0.023585208524093453,0.0009904225892356806,0.0704280637252228,0.966
2d_ElasticNet,15,15,0.9968839374457105,0.5922831277851366,0.2777951124268024,0.511236212387224,1.033116329281323,1.1267031793689914,1.943189493569166,0.0,0.02986906484304824,0.019667200103389043,0.004277810764437022,0.060619361989271314,0.997
3b_XGB_GKX,15,15,1.086474900646216,0.7659267456958792,0.050044509584466476,0.369196299471915,1.1761509877118863,1.5403685146079833,2.1503475752116987,0.06666666666666667,0.02800715704896466,0.02341517942096174,-0.012457121103044637,0.06294108238928137,
